filename = L2-2way.txt
=========================L1I=========================
| V:1 D:0 Tag: 0x8048 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201b 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x2018 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:1 Tag: 0x201e 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:0 Tag: 0x2020 	
| V:1 D:0 Tag: 0x200a 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x200a 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x200a 	| V:1 D:0 Tag: 0x2020 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:0 Tag: 0x2020 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:0 Tag: 0x200a 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:0 Tag: 0x2020 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201c 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201c 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201c 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:0 Tag: 0x2009 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x2009 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:0 Tag: 0x2020 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:0 Tag: 0x2020 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:0 Tag: 0x2020 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201b 	| V:1 D:0 Tag: 0x201c 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:1 Tag: 0x2020 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x2003 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x2003 	
| V:1 D:0 Tag: 0x2003 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:0 Tag: 0x2003 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x2003 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:0 Tag: 0x2003 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2018 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x2018 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:0 Tag: 0x2003 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x2009 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x2009 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x2009 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:0 Tag: 0x2009 	
| V:1 D:1 Tag: 0x201e 	| V:1 D:0 Tag: 0x2003 	
| V:1 D:1 Tag: 0x201e 	| V:1 D:0 Tag: 0x2003 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:0 Tag: 0x2003 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:0 Tag: 0x2009 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x2009 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2018 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:0 Tag: 0x2009 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:1 Tag: 0x201e 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x2014 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x2006 	
| V:1 D:0 Tag: 0x2006 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:0 Tag: 0x2006 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:0 Tag: 0x2006 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:0 Tag: 0x2009 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x200f 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x200f 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x200f 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x200f 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x200f 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x200f 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x200f 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x2006 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x2006 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2014 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x2008 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201c 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2018 	| V:1 D:0 Tag: 0x201c 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x200a 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x200a 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x200a 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x200a 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x200a 	
| V:1 D:0 Tag: 0x200a 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:0 Tag: 0x200a 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:0 Tag: 0x2020 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:0 Tag: 0x2020 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:0 Tag: 0x2020 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2014 	| V:1 D:0 Tag: 0x2008 	
| V:1 D:0 Tag: 0x2014 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2014 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2014 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x2014 	
| V:1 D:0 Tag: 0x2014 	| V:1 D:0 Tag: 0x2003 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x2014 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x2014 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x2003 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x2003 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x2003 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x2003 	
| V:1 D:0 Tag: 0x2008 	| V:1 D:0 Tag: 0x2003 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x2003 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x2009 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x2009 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x2009 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2009 	| V:1 D:0 Tag: 0x2008 	
| V:1 D:0 Tag: 0x200a 	| V:1 D:0 Tag: 0x2008 	
| V:1 D:0 Tag: 0x200a 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:0 Tag: 0x200a 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:0 Tag: 0x200a 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:0 Tag: 0x2007 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x2007 	| V:1 D:0 Tag: 0x2003 	
| V:1 D:0 Tag: 0x2007 	| V:1 D:0 Tag: 0x2003 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:0 Tag: 0x2007 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201d 	| V:1 D:0 Tag: 0x201c 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:0 Tag: 0x2003 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:0 Tag: 0x2003 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x200a 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:1 Tag: 0x101ff 	
| V:1 D:0 Tag: 0x201b 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x201c 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:0 Tag: 0x200a 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x200a 	
| V:1 D:0 Tag: 0x200a 	| V:1 D:1 Tag: 0x101ff 	
| V:1 D:0 Tag: 0x200a 	| V:1 D:1 Tag: 0x101ff 	
| V:1 D:0 Tag: 0x200a 	| V:1 D:0 Tag: 0x2018 	
| V:1 D:0 Tag: 0x200a 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:1 Tag: 0x101ff 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:0 Tag: 0x101ff 	| V:1 D:0 Tag: 0x2003 	
| V:1 D:0 Tag: 0x2004 	| V:1 D:0 Tag: 0x101ff 	
| V:1 D:0 Tag: 0x2004 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x2003 	
| V:1 D:0 Tag: 0x101ff 	| V:1 D:0 Tag: 0x2003 	
| V:1 D:0 Tag: 0x101ff 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:0 Tag: 0x101ff 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201b 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201b 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:1 Tag: 0x101ff 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201b 	| V:1 D:0 Tag: 0x2014 	
| V:1 D:0 Tag: 0x201b 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x201b 	
| V:1 D:0 Tag: 0x201b 	| V:1 D:1 Tag: 0x101ff 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x201b 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x201c 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x201c 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x201c 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x201c 	
| V:1 D:0 Tag: 0x101ff 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x201c 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x201b 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x200f 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x2014 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x2014 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:0 Tag: 0x201b 	
| V:1 D:0 Tag: 0x2014 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201c 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:1 Tag: 0x201e 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201b 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x200a 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x200a 	| V:1 D:0 Tag: 0x200d 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:1 Tag: 0x201e 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:1 Tag: 0x1001 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:1 Tag: 0x1001 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:1 Tag: 0x1001 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:0 Tag: 0x201f 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:1 Tag: 0x201f 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:0 Tag: 0x201f 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:1 Tag: 0x201f 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:0 Tag: 0x200d 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:1 Tag: 0x1001 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:1 Tag: 0x1001 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:1 Tag: 0x1001 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:0 Tag: 0x201e 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:0 Tag: 0x200a 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:0 Tag: 0x200a 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:0 Tag: 0x200a 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:0 Tag: 0x200a 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:1 Tag: 0x1001 	| V:1 D:0 Tag: 0x201e 	
| V:1 D:1 Tag: 0x1001 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:0 Tag: 0x201a 	| V:1 D:1 Tag: 0x1001 	
| V:1 D:1 Tag: 0x1001 	| V:1 D:1 Tag: 0x2020 	
| V:1 D:1 Tag: 0x1001 	| V:1 D:0 Tag: 0x201e 	
